Date,From Account,From Sender,To Account,To Recipient,Amount in Euro
2023-08-06,A002,John Doe,A004,XYZ Corp,9571.01
2023-04-08,A002,Charlie Davis,A002,123 Services,6275.44
2023-02-23,A001,Bob Brown,A002,Global Traders,4478.07
2023-08-16,A001,Alice Johnson,A004,XYZ Corp,2729.75
2023-01-25,A003,Alice Johnson,A005,XYZ Corp,4810.19
2023-09-17,A005,John Doe,A004,XYZ Corp,2112.82
2023-10-12,A004,Charlie Davis,A001,123 Services,1811.67
2023-10-13,A005,Jane Smith,A005,Global Traders,2687.07
2023-04-08,A005,Alice Johnson,A003,Tech Solutions,8355.64
2023-04-18,A004,Alice Johnson,A002,Tech Solutions,5279.36
2023-07-10,A002,Bob Brown,A003,Global Traders,4366.51
2023-06-18,A005,Jane Smith,A005,ABC Inc,5152.74
2023-09-16,A005,Bob Brown,A002,Tech Solutions,5070.39
2023-05-14,A001,Bob Brown,A001,XYZ Corp,8849.12
2023-10-30,A003,Charlie Davis,A003,ABC Inc,7731.18
2023-01-14,A001,Charlie Davis,A001,Global Traders,5478.32
2023-06-29,A002,Jane Smith,A001,ABC Inc,5346.52
2023-01-12,A001,Alice Johnson,A002,ABC Inc,8352.28
2023-02-03,A004,Bob Brown,A002,Global Traders,2388.85
2023-06-10,A003,John Doe,A001,XYZ Corp,1737.44
2023-10-19,A002,Jane Smith,A004,Tech Solutions,392.84
2023-09-12,A005,Alice Johnson,A003,Tech Solutions,8243.68
2023-12-27,A001,Charlie Davis,A004,ABC Inc,3877.37
2023-11-23,A004,John Doe,A004,XYZ Corp,4582.84
2023-06-10,A001,Bob Brown,A003,Global Traders,4391.79
2023-01-08,A005,Charlie Davis,A005,123 Services,4346.33
2023-12-24,A004,Charlie Davis,A001,123 Services,6024.6
2023-03-30,A005,John Doe,A004,XYZ Corp,6930.93
2023-12-25,A002,John Doe,A005,Tech Solutions,8961.81
2023-12-25,A003,Bob Brown,A005,XYZ Corp,4330.59
2023-08-23,A001,Bob Brown,A002,Global Traders,9905.77
2023-01-30,A002,Jane Smith,A004,ABC Inc,2774.03
2023-10-14,A002,Charlie Davis,A004,ABC Inc,746.77
2023-03-15,A001,John Doe,A002,XYZ Corp,8511.26
2023-01-28,A005,Bob Brown,A001,ABC Inc,196.12
2023-01-06,A002,Bob Brown,A001,XYZ Corp,1022.02
2023-11-14,A005,John Doe,A003,XYZ Corp,6719.25
2023-03-06,A001,John Doe,A002,Tech Solutions,914.97
2023-09-18,A002,Charlie Davis,A005,Tech Solutions,2004.6
2023-07-05,A003,Charlie Davis,A001,XYZ Corp,4414.5
2023-11-13,A003,Alice Johnson,A001,Tech Solutions,4871.91
2023-06-12,A005,Jane Smith,A003,XYZ Corp,9081.39
2023-11-11,A004,Charlie Davis,A004,123 Services,1422.17
2023-07-03,A002,Alice Johnson,A001,ABC Inc,3443.2
2023-01-07,A001,John Doe,A004,Global Traders,1637.77
2023-10-10,A003,Bob Brown,A002,Global Traders,4671.51
2023-07-30,A001,Bob Brown,A004,123 Services,4755.4
2023-05-26,A004,John Doe,A004,XYZ Corp,1733.13
2023-04-17,A003,Jane Smith,A004,ABC Inc,6135.08
2023-12-18,A004,Jane Smith,A002,XYZ Corp,2671.41
2023-05-14,A004,John Doe,A005,Tech Solutions,4087.26
2023-09-02,A003,John Doe,A004,XYZ Corp,7016.11
2023-12-24,A004,Bob Brown,A001,ABC Inc,4073.14
2023-07-29,A005,Bob Brown,A005,Global Traders,7556.43
2023-05-17,A001,Charlie Davis,A004,Tech Solutions,8156.76
2023-09-10,A004,Bob Brown,A005,Tech Solutions,2659.18
2023-08-25,A005,Bob Brown,A002,ABC Inc,3359.46
2023-12-11,A003,John Doe,A005,123 Services,3401.06
2023-03-17,A001,Charlie Davis,A004,123 Services,7384.37
2023-06-04,A004,Charlie Davis,A004,XYZ Corp,1109.79
2023-02-07,A004,Bob Brown,A004,Tech Solutions,8975.35
2023-03-24,A002,Alice Johnson,A005,Global Traders,9231.35
2023-09-15,A004,Charlie Davis,A001,123 Services,9405.06
2023-09-26,A003,John Doe,A005,XYZ Corp,2108.04
2023-11-29,A004,John Doe,A004,ABC Inc,2354.37
2023-02-08,A004,Jane Smith,A002,XYZ Corp,1282.57
2023-01-28,A003,John Doe,A002,ABC Inc,5988.57
2023-12-04,A001,Jane Smith,A003,123 Services,4860.03
2023-06-21,A005,Jane Smith,A001,ABC Inc,3309.43
2023-04-10,A005,Jane Smith,A004,123 Services,8287.33
2023-01-26,A003,Bob Brown,A002,Global Traders,5132.09
2023-05-24,A001,Charlie Davis,A005,XYZ Corp,8042.13
2023-04-04,A001,Jane Smith,A001,Tech Solutions,3127.86
2023-05-01,A005,Alice Johnson,A005,Global Traders,9651.15
2023-03-16,A002,Charlie Davis,A001,Tech Solutions,2949.4
2023-02-06,A002,Alice Johnson,A002,Global Traders,676.15
2023-12-31,A005,John Doe,A003,ABC Inc,5247.98
2023-03-22,A001,John Doe,A001,XYZ Corp,776.72
2023-09-16,A005,John Doe,A005,Global Traders,7677.61
2023-09-20,A005,Bob Brown,A004,Global Traders,9230.53
2023-02-24,A005,Jane Smith,A005,ABC Inc,8588.56
2023-12-15,A004,Charlie Davis,A005,Global Traders,5419.92
2023-10-29,A004,Charlie Davis,A003,ABC Inc,3083.53
2023-03-27,A004,Alice Johnson,A003,Tech Solutions,4252.29
2023-06-23,A002,Charlie Davis,A002,Global Traders,7035.55
2023-03-10,A001,Jane Smith,A005,ABC Inc,4365.4
2023-09-14,A004,Jane Smith,A003,Tech Solutions,7644.64
2023-06-04,A003,Bob Brown,A005,Tech Solutions,9266.96
2023-04-03,A003,Alice Johnson,A005,Tech Solutions,8570.03
2023-11-17,A003,Alice Johnson,A003,Tech Solutions,335.55
2023-05-26,A005,Charlie Davis,A004,ABC Inc,9459.58
2023-12-09,A001,John Doe,A001,ABC Inc,870.3
2023-06-15,A001,Jane Smith,A002,XYZ Corp,7306.43
2023-07-05,A003,Bob Brown,A003,Tech Solutions,9665.98
2023-02-10,A004,Charlie Davis,A001,ABC Inc,262.15
2023-12-05,A001,Charlie Davis,A004,Global Traders,7062.13
2023-09-22,A004,Charlie Davis,A001,Global Traders,8515.27
2023-04-28,A004,Alice Johnson,A001,Tech Solutions,5865.88
2023-10-14,A003,Alice Johnson,A002,Tech Solutions,7905.68
2023-04-03,A002,Jane Smith,A002,ABC Inc,1098.58
2023-06-20,A004,John Doe,A004,XYZ Corp,8205.51
2023-11-12,A004,Bob Brown,A004,Global Traders,6363.69
2023-05-02,A002,Bob Brown,A005,Global Traders,3291.81
2023-05-12,A005,Bob Brown,A004,Tech Solutions,2206.72
2023-01-21,A005,Charlie Davis,A001,123 Services,4588.66
2023-12-25,A003,John Doe,A003,XYZ Corp,2391.69
2023-10-23,A002,John Doe,A004,XYZ Corp,5626.65
2023-02-13,A005,Bob Brown,A003,Global Traders,8222.29
2023-12-30,A005,Charlie Davis,A003,123 Services,5727.56
2023-08-27,A005,Bob Brown,A003,Global Traders,7093.07
2023-12-30,A003,Bob Brown,A002,123 Services,7435.42
2023-04-24,A002,John Doe,A005,XYZ Corp,1407.87
2023-06-08,A004,Charlie Davis,A004,123 Services,9050.54
2023-05-10,A005,Jane Smith,A004,XYZ Corp,5378.92
2023-10-14,A001,Alice Johnson,A004,ABC Inc,7519.48
2023-02-10,A001,Alice Johnson,A002,XYZ Corp,9550.37
2023-12-10,A003,Jane Smith,A001,ABC Inc,9168.6
2023-02-07,A001,Jane Smith,A003,ABC Inc,1182.12
2023-01-30,A001,Jane Smith,A005,123 Services,4215.63
2023-05-17,A002,Alice Johnson,A002,Tech Solutions,2154.37
2023-09-12,A004,John Doe,A004,ABC Inc,6520.74
2023-01-13,A004,Alice Johnson,A002,Tech Solutions,5236.13
2023-01-01,A002,Jane Smith,A002,ABC Inc,1506.72
2023-09-15,A002,John Doe,A002,XYZ Corp,8490.12
2023-12-20,A003,Alice Johnson,A003,ABC Inc,7922.82
2023-01-02,A005,Bob Brown,A001,Global Traders,2229.12
2023-04-27,A003,John Doe,A001,XYZ Corp,669.94
2023-10-03,A004,Alice Johnson,A001,XYZ Corp,5048.28
2023-08-13,A005,Bob Brown,A003,123 Services,738.67
2023-01-17,A001,Jane Smith,A001,Global Traders,622.6
2023-09-29,A005,Jane Smith,A002,XYZ Corp,2293.32
2023-05-13,A002,Bob Brown,A004,123 Services,5196.04
2023-06-16,A005,Jane Smith,A002,ABC Inc,579.73
2023-10-06,A003,Jane Smith,A002,Tech Solutions,6943.0
2023-01-06,A003,Jane Smith,A001,Global Traders,2391.44
2023-05-13,A002,Charlie Davis,A003,ABC Inc,6090.55
2023-10-03,A003,Jane Smith,A002,ABC Inc,8256.71
2023-12-07,A001,Alice Johnson,A005,Global Traders,569.48
2023-06-12,A002,Charlie Davis,A002,Tech Solutions,4507.89
2023-08-28,A002,Charlie Davis,A001,123 Services,6959.35
2023-08-24,A001,Alice Johnson,A002,Tech Solutions,7559.21
2023-03-11,A004,Jane Smith,A002,Tech Solutions,1253.21
2023-12-19,A001,Jane Smith,A001,XYZ Corp,4228.0
2023-08-29,A001,Alice Johnson,A005,123 Services,814.22
2023-05-11,A004,John Doe,A001,XYZ Corp,812.99
2023-01-22,A004,John Doe,A004,XYZ Corp,9364.47
2023-10-30,A001,John Doe,A002,Tech Solutions,9397.1
2023-01-28,A003,Charlie Davis,A001,123 Services,1563.23
2023-08-06,A001,Alice Johnson,A003,Tech Solutions,222.08
2023-08-26,A001,Charlie Davis,A004,123 Services,6664.22
2023-03-16,A005,Alice Johnson,A004,XYZ Corp,2964.9
2023-09-06,A003,John Doe,A001,ABC Inc,271.18
2023-11-27,A004,Jane Smith,A005,ABC Inc,6045.75
2023-12-31,A004,Bob Brown,A005,XYZ Corp,2970.78
2023-10-05,A005,Bob Brown,A003,Global Traders,6533.1
2023-05-21,A003,Charlie Davis,A003,Tech Solutions,6942.91
2023-06-29,A005,Alice Johnson,A003,123 Services,6188.66
2023-04-02,A001,John Doe,A002,XYZ Corp,7585.5
2023-11-01,A005,Bob Brown,A004,Tech Solutions,9119.01
2023-03-16,A004,Bob Brown,A004,Global Traders,8341.69
2023-09-22,A005,Charlie Davis,A005,Global Traders,3152.74
2023-01-18,A003,Jane Smith,A002,123 Services,9586.31
2023-09-27,A002,Bob Brown,A005,123 Services,8349.74
2023-03-26,A004,Jane Smith,A004,ABC Inc,7279.54
2023-11-26,A005,Bob Brown,A005,Global Traders,8736.47
2023-09-03,A003,Alice Johnson,A001,ABC Inc,8426.56
2023-07-25,A002,Jane Smith,A002,XYZ Corp,4962.72
2023-07-22,A003,Charlie Davis,A001,Tech Solutions,7983.2
2023-11-29,A005,Bob Brown,A002,ABC Inc,725.46
2023-05-22,A005,Jane Smith,A005,ABC Inc,1306.57
2023-07-12,A002,Jane Smith,A004,ABC Inc,6127.94
2023-10-03,A002,John Doe,A003,XYZ Corp,3937.85
2023-10-04,A004,John Doe,A003,Global Traders,5392.63
2023-09-09,A003,Bob Brown,A002,Tech Solutions,4899.38
2023-12-05,A004,Alice Johnson,A004,Tech Solutions,5443.31
2023-07-16,A003,John Doe,A002,Tech Solutions,3689.51
2023-03-13,A001,Charlie Davis,A005,ABC Inc,7166.25
2023-11-18,A003,Alice Johnson,A005,Global Traders,7988.7
2023-06-23,A003,John Doe,A005,ABC Inc,2897.75
2023-05-05,A003,John Doe,A003,XYZ Corp,869.95
2023-10-16,A002,Jane Smith,A002,Tech Solutions,3561.36
2023-10-28,A002,Jane Smith,A005,ABC Inc,7189.38
2023-03-07,A003,John Doe,A002,XYZ Corp,6377.86
2023-06-10,A001,John Doe,A005,XYZ Corp,6476.35
2023-06-26,A005,John Doe,A004,XYZ Corp,6793.24
2023-10-06,A001,Jane Smith,A002,ABC Inc,3702.13
2023-12-16,A001,Charlie Davis,A005,123 Services,662.79
2023-11-17,A001,Alice Johnson,A001,Global Traders,7085.55
2023-01-14,A004,Alice Johnson,A005,Tech Solutions,7239.19
2023-09-15,A003,Jane Smith,A002,Global Traders,2988.6
2023-09-18,A004,Jane Smith,A003,Global Traders,3675.09
2023-05-06,A001,Alice Johnson,A004,Tech Solutions,5446.05
2023-02-02,A004,Charlie Davis,A001,123 Services,9617.02
2023-09-27,A004,Alice Johnson,A004,Tech Solutions,250.84
2023-02-25,A002,Charlie Davis,A005,XYZ Corp,4631.76
2023-12-16,A004,Bob Brown,A003,Tech Solutions,8541.94
2023-06-14,A004,Alice Johnson,A003,Tech Solutions,214.69
2023-02-27,A005,Alice Johnson,A002,ABC Inc,7179.8
2023-11-15,A001,John Doe,A003,Tech Solutions,7400.82
2023-07-26,A001,Bob Brown,A003,Global Traders,1922.74
2023-03-05,A003,Charlie Davis,A005,Tech Solutions,2223.86
2023-09-07,A004,Bob Brown,A004,Tech Solutions,5929.14
2023-03-09,A004,Alice Johnson,A003,XYZ Corp,9059.21
2023-07-10,A003,Alice Johnson,A003,Tech Solutions,4215.68
2023-12-09,A002,John Doe,A001,XYZ Corp,8208.76
2023-01-12,A004,Bob Brown,A005,XYZ Corp,5188.41
2023-12-02,A004,Alice Johnson,A001,Tech Solutions,7153.52
2023-02-23,A001,Bob Brown,A002,Global Traders,8766.04
2023-04-08,A001,Jane Smith,A002,123 Services,7666.06
2023-01-06,A001,Jane Smith,A002,ABC Inc,7151.63
2023-12-17,A005,Alice Johnson,A003,Tech Solutions,9399.96
2023-01-09,A001,Charlie Davis,A002,123 Services,7686.5
2023-10-05,A003,Bob Brown,A001,Global Traders,8047.1
2023-10-30,A001,Bob Brown,A002,Global Traders,5608.49
2023-12-13,A001,Bob Brown,A002,XYZ Corp,7874.87
2023-12-31,A001,Bob Brown,A004,Global Traders,550.81
2023-01-02,A005,Charlie Davis,A001,123 Services,2799.36
2023-04-20,A005,Charlie Davis,A001,ABC Inc,7083.1
2023-01-31,A002,Jane Smith,A001,XYZ Corp,6431.89
2023-12-18,A001,Jane Smith,A002,Global Traders,4239.25
2023-06-08,A005,Bob Brown,A001,Global Traders,6614.15
2023-01-20,A005,Alice Johnson,A003,Tech Solutions,2886.09
2023-06-16,A001,Jane Smith,A005,ABC Inc,799.32
2023-03-21,A001,Charlie Davis,A004,123 Services,6904.57
2023-04-18,A002,Charlie Davis,A003,123 Services,9903.95
2023-02-13,A003,Alice Johnson,A005,Tech Solutions,9990.3
2023-11-02,A001,Jane Smith,A004,ABC Inc,8548.44
2023-08-08,A002,Charlie Davis,A002,123 Services,1171.78
2023-12-07,A003,John Doe,A003,XYZ Corp,1581.92
2023-06-24,A003,John Doe,A005,XYZ Corp,2363.58
2023-02-27,A005,John Doe,A004,123 Services,1598.92
2023-10-24,A004,Charlie Davis,A003,XYZ Corp,5454.21
2023-04-16,A003,John Doe,A003,XYZ Corp,5570.09
2023-01-15,A004,John Doe,A004,XYZ Corp,1201.04
2023-12-13,A002,Jane Smith,A002,XYZ Corp,5493.37
2023-03-02,A004,John Doe,A003,XYZ Corp,4879.37
2023-04-14,A002,John Doe,A005,XYZ Corp,7618.56
2023-03-30,A003,John Doe,A004,XYZ Corp,1109.91
2023-06-28,A005,John Doe,A005,123 Services,507.76
2023-06-20,A005,John Doe,A005,ABC Inc,575.2
2023-06-20,A002,Charlie Davis,A004,ABC Inc,974.82
2023-01-19,A005,Bob Brown,A004,XYZ Corp,1976.52
2023-06-19,A001,Bob Brown,A002,123 Services,767.43
2023-07-13,A001,John Doe,A001,XYZ Corp,3383.98
2023-09-25,A001,Bob Brown,A001,Global Traders,2655.71
2023-05-21,A003,John Doe,A003,123 Services,4473.53
2023-02-05,A005,Charlie Davis,A004,123 Services,5000.57
2023-12-09,A002,Alice Johnson,A005,Tech Solutions,3655.23
2023-01-21,A005,Bob Brown,A001,Tech Solutions,6101.73
2023-08-30,A004,Charlie Davis,A005,ABC Inc,2427.34
2023-02-07,A001,Alice Johnson,A004,Global Traders,7601.79
2023-03-28,A001,Alice Johnson,A005,Global Traders,6489.81
2023-09-21,A003,Charlie Davis,A002,123 Services,4695.73
2023-03-17,A002,John Doe,A002,XYZ Corp,6897.59
2023-04-02,A002,Charlie Davis,A001,Global Traders,7921.51
2023-11-15,A003,Alice Johnson,A003,Tech Solutions,4403.86
2023-11-04,A004,Alice Johnson,A003,XYZ Corp,1419.89
2023-08-24,A005,Charlie Davis,A004,123 Services,4870.14
2023-05-21,A002,John Doe,A001,XYZ Corp,9053.05
2023-01-19,A004,John Doe,A002,XYZ Corp,8974.79
2023-02-14,A004,John Doe,A003,Tech Solutions,2894.74
2023-06-05,A005,Charlie Davis,A004,123 Services,8581.43
2023-07-10,A001,Charlie Davis,A004,Tech Solutions,9670.5
2023-11-01,A004,Jane Smith,A002,XYZ Corp,803.21
2023-03-31,A005,Alice Johnson,A005,Global Traders,8996.29
2023-07-14,A004,Bob Brown,A004,ABC Inc,5558.02
2023-06-15,A002,Jane Smith,A003,ABC Inc,8806.09
2023-09-28,A002,Jane Smith,A002,123 Services,9835.75
2023-07-03,A003,John Doe,A001,123 Services,1623.74
2023-12-11,A005,Jane Smith,A003,Global Traders,2963.06
2023-05-04,A003,Bob Brown,A004,XYZ Corp,6774.44
2023-07-27,A001,Alice Johnson,A005,123 Services,9104.19
2023-12-31,A004,Jane Smith,A003,Tech Solutions,8654.06
2023-06-26,A001,John Doe,A004,123 Services,7609.49
2023-01-06,A005,Charlie Davis,A004,123 Services,4837.86
2023-05-30,A002,Alice Johnson,A002,123 Services,6219.48
2023-04-30,A003,John Doe,A005,Tech Solutions,6691.07
2023-02-07,A002,John Doe,A004,XYZ Corp,2448.94
2023-07-05,A004,Bob Brown,A004,Global Traders,8413.5
2023-08-13,A003,John Doe,A003,XYZ Corp,4571.91
2023-01-21,A001,Bob Brown,A003,XYZ Corp,205.24
2023-01-11,A004,John Doe,A004,XYZ Corp,6965.34
2023-10-22,A001,John Doe,A004,XYZ Corp,7387.99
2023-12-18,A003,Alice Johnson,A005,Global Traders,5997.55
2023-12-04,A003,Bob Brown,A001,ABC Inc,7140.3
2023-01-20,A003,Charlie Davis,A004,Tech Solutions,8467.79
2023-11-02,A001,Bob Brown,A001,Global Traders,340.27
2023-06-29,A004,Alice Johnson,A005,Tech Solutions,402.09
2023-05-10,A003,Bob Brown,A002,Tech Solutions,4817.54
2023-09-10,A003,Charlie Davis,A002,Tech Solutions,719.48
2023-11-20,A005,John Doe,A005,Tech Solutions,2171.8
2023-10-03,A001,Alice Johnson,A004,Tech Solutions,3846.56
2023-11-12,A003,John Doe,A005,XYZ Corp,7353.11
2023-03-26,A003,John Doe,A003,XYZ Corp,5273.85
2023-04-01,A002,Bob Brown,A003,Global Traders,8422.38
2023-09-03,A005,Charlie Davis,A001,XYZ Corp,7210.35
2023-10-24,A005,Bob Brown,A002,Global Traders,2826.73
2023-04-04,A001,Alice Johnson,A005,Tech Solutions,5587.91
2023-11-03,A002,Alice Johnson,A001,Tech Solutions,333.86
2023-05-14,A003,Alice Johnson,A002,Tech Solutions,9752.44
2023-08-19,A005,Bob Brown,A004,Tech Solutions,8997.19
2023-05-13,A005,Jane Smith,A003,ABC Inc,7688.21
2023-01-11,A005,Jane Smith,A004,Tech Solutions,7752.61
2023-05-19,A003,Bob Brown,A002,Tech Solutions,3727.65
2023-03-09,A005,Bob Brown,A002,XYZ Corp,7160.23
2023-07-01,A004,Charlie Davis,A005,123 Services,8847.08
2023-07-02,A004,Alice Johnson,A004,Global Traders,1895.83
2023-02-05,A004,Charlie Davis,A001,XYZ Corp,3907.24
2023-11-06,A005,John Doe,A001,Tech Solutions,8182.09
2023-06-08,A001,Bob Brown,A004,Global Traders,2671.55
2023-10-09,A004,Jane Smith,A003,Global Traders,7899.86
2023-06-22,A005,Bob Brown,A005,XYZ Corp,8645.69
2023-04-29,A002,John Doe,A001,ABC Inc,1535.55
2023-02-07,A005,Alice Johnson,A005,123 Services,9945.59
2023-05-13,A003,Jane Smith,A004,Global Traders,9034.51
2023-11-16,A003,Jane Smith,A005,ABC Inc,4060.39
2023-02-02,A004,Charlie Davis,A004,Global Traders,6266.11
2023-12-15,A003,Jane Smith,A001,Tech Solutions,3747.98
2023-05-03,A002,Jane Smith,A001,Global Traders,455.74
2023-01-26,A005,Charlie Davis,A001,123 Services,8688.95
2023-03-26,A005,Bob Brown,A003,Global Traders,5764.6
2023-06-03,A002,John Doe,A005,Tech Solutions,318.98
2023-02-02,A005,Alice Johnson,A001,123 Services,8287.86
2023-10-09,A003,Bob Brown,A005,Tech Solutions,9305.88
2023-12-16,A002,John Doe,A003,XYZ Corp,7069.52
2023-04-29,A005,Charlie Davis,A002,123 Services,9207.24
2023-07-24,A002,Charlie Davis,A001,123 Services,6660.39
2023-12-05,A005,Charlie Davis,A004,123 Services,385.77
2023-08-19,A004,Jane Smith,A005,ABC Inc,6729.73
2023-12-06,A002,John Doe,A004,XYZ Corp,1097.45
2023-05-23,A005,Bob Brown,A001,Global Traders,7948.72
2023-04-09,A004,John Doe,A004,XYZ Corp,1314.48
2023-03-29,A001,Alice Johnson,A005,Tech Solutions,9053.87
2023-09-17,A002,Bob Brown,A004,Global Traders,4766.67
2023-09-24,A001,Charlie Davis,A001,ABC Inc,6179.57
2023-11-29,A004,Alice Johnson,A003,ABC Inc,661.77
2023-04-08,A003,Bob Brown,A005,Global Traders,8290.89
2023-07-01,A002,Bob Brown,A005,XYZ Corp,4728.25
2023-07-05,A001,Jane Smith,A004,ABC Inc,3795.88
2023-09-19,A001,John Doe,A005,XYZ Corp,7082.44
2023-08-10,A005,Bob Brown,A004,Global Traders,8445.0
2023-07-29,A001,Alice Johnson,A001,Tech Solutions,6580.77
2023-04-28,A002,Charlie Davis,A001,123 Services,1357.59
2023-01-21,A002,Jane Smith,A002,ABC Inc,4389.42
2023-07-08,A005,Alice Johnson,A004,123 Services,3117.75
2023-11-24,A002,Alice Johnson,A001,Tech Solutions,1016.01
2023-01-15,A001,Jane Smith,A003,ABC Inc,2025.58
2023-12-05,A003,Bob Brown,A004,Global Traders,4955.46
2023-10-16,A003,John Doe,A002,ABC Inc,435.16
2023-01-17,A005,Charlie Davis,A005,Tech Solutions,9692.17
2023-06-09,A005,Bob Brown,A005,Global Traders,1051.48
2023-10-21,A005,John Doe,A004,XYZ Corp,6831.88
2023-08-13,A003,Alice Johnson,A004,ABC Inc,2660.65
2023-09-14,A002,Jane Smith,A003,ABC Inc,8543.51
2023-03-10,A003,Charlie Davis,A002,123 Services,9162.48
2023-04-30,A002,John Doe,A004,XYZ Corp,1997.45
2023-08-18,A004,Bob Brown,A003,Global Traders,2705.05
2023-03-18,A002,Charlie Davis,A002,123 Services,2442.66
2023-06-23,A002,Jane Smith,A002,ABC Inc,1228.75
2023-07-02,A004,Bob Brown,A003,Tech Solutions,8283.68
2023-11-07,A001,Jane Smith,A004,ABC Inc,5783.54
2023-09-27,A004,Alice Johnson,A002,ABC Inc,6676.26
2023-03-06,A004,Jane Smith,A002,Global Traders,605.22
2023-07-16,A004,John Doe,A005,Tech Solutions,856.15
2023-07-11,A005,Charlie Davis,A004,Global Traders,3088.28
2023-08-23,A005,Bob Brown,A002,XYZ Corp,6371.82
2023-06-05,A001,Jane Smith,A002,ABC Inc,7928.74
2023-02-17,A002,John Doe,A002,XYZ Corp,6811.36
2023-09-29,A004,Charlie Davis,A001,123 Services,8710.83
2023-06-17,A005,Alice Johnson,A005,Global Traders,3453.29
2023-10-18,A005,John Doe,A003,Global Traders,2068.25
2023-04-10,A005,Charlie Davis,A004,ABC Inc,9986.16
2023-04-01,A001,John Doe,A005,XYZ Corp,466.54
2023-06-13,A002,Alice Johnson,A002,123 Services,8692.46
2023-01-20,A005,Bob Brown,A005,123 Services,4034.1
2023-12-15,A005,Charlie Davis,A003,Tech Solutions,2831.91
2023-12-29,A003,John Doe,A004,123 Services,5465.8
2023-07-21,A002,Bob Brown,A004,Global Traders,8189.47
2023-07-07,A003,John Doe,A001,Tech Solutions,4748.91
2023-01-09,A002,John Doe,A002,XYZ Corp,1088.6
2023-04-25,A001,Charlie Davis,A005,ABC Inc,1191.1
2023-10-02,A003,Bob Brown,A005,ABC Inc,5173.8
2023-06-03,A005,Alice Johnson,A005,XYZ Corp,6262.31
2023-10-04,A001,Bob Brown,A005,Tech Solutions,4326.35
2023-07-24,A001,John Doe,A001,XYZ Corp,5138.77
2023-10-21,A004,Jane Smith,A004,ABC Inc,7300.96
2023-02-22,A004,Charlie Davis,A004,123 Services,8819.71
2023-09-30,A003,Charlie Davis,A002,ABC Inc,1157.52
2023-08-28,A004,Jane Smith,A001,ABC Inc,1682.48
2023-05-01,A001,Jane Smith,A005,ABC Inc,3473.74
2023-11-12,A002,Alice Johnson,A002,ABC Inc,4691.4
2023-11-06,A002,Alice Johnson,A001,Global Traders,7297.7
2023-03-12,A003,Charlie Davis,A004,123 Services,2942.21
2023-05-15,A003,Jane Smith,A004,XYZ Corp,6548.04
2023-09-22,A003,Charlie Davis,A003,XYZ Corp,6899.16
2023-10-20,A003,Charlie Davis,A003,Tech Solutions,2659.04
2023-10-09,A001,Charlie Davis,A001,123 Services,6662.85
2023-02-15,A003,Alice Johnson,A003,ABC Inc,9836.65
2023-11-24,A004,Alice Johnson,A002,Tech Solutions,5846.96
2023-01-04,A002,John Doe,A004,Tech Solutions,8691.48
2023-09-18,A002,Charlie Davis,A004,123 Services,6295.97
2023-06-18,A004,Charlie Davis,A002,XYZ Corp,1314.25
2023-06-22,A005,Charlie Davis,A003,123 Services,7699.18
2023-01-22,A002,Alice Johnson,A005,Tech Solutions,7080.86
2023-11-15,A002,Bob Brown,A002,ABC Inc,9353.63
2023-12-30,A002,Jane Smith,A004,XYZ Corp,3730.5
