Amount in Euro,Date,From Account,From Label,From Sender,To Account,To Label,To Recipient
9628.69,"Sun, 27 Aug 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Tech Solutions (A002),Tech Solutions
7687.44,"Mon, 06 Mar 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,ABC Inc (A002),ABC Inc
9805.34,"Wed, 13 Sep 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
9297.26,"Sat, 21 Oct 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Global Traders (A002),Global Traders
6029.95,"Sun, 02 Jul 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Tech Solutions (A002),Tech Solutions
8287.27,"Fri, 29 Dec 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
8997.32,"Fri, 20 Jan 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
8389.1,"Sun, 19 Mar 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
7370.22,"Tue, 21 Feb 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,123 Services (A002),123 Services
9671.61,"Tue, 25 Jul 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
7788.42,"Fri, 15 Sep 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
7628.38,"Sat, 21 Oct 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,Tech Solutions (A002),Tech Solutions
8123.55,"Wed, 11 Jan 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,123 Services (A002),123 Services
8424.3,"Sun, 26 Nov 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
6052.55,"Tue, 06 Jun 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
6269.92,"Fri, 13 Oct 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,ABC Inc (A002),ABC Inc
8577.25,"Thu, 16 Mar 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,XYZ Corp (A002),XYZ Corp
6968.44,"Thu, 31 Aug 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
6177.72,"Tue, 16 May 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,ABC Inc (A002),ABC Inc
5863.41,"Thu, 19 Jan 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
7763.33,"Mon, 10 Apr 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,ABC Inc (A002),ABC Inc
9648.39,"Tue, 03 Jan 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
9235.3,"Mon, 03 Apr 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,XYZ Corp (A002),XYZ Corp
8970.76,"Tue, 17 Oct 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Tech Solutions (A002),Tech Solutions
5963.06,"Sat, 20 May 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
6014.07,"Thu, 26 Oct 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,XYZ Corp (A002),XYZ Corp
5890.75,"Mon, 27 Mar 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
9538.39,"Tue, 07 Feb 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,XYZ Corp (A002),XYZ Corp
5902.76,"Tue, 15 Aug 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,ABC Inc (A002),ABC Inc
7505.8,"Thu, 20 Jul 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,ABC Inc (A002),ABC Inc
5739.35,"Thu, 07 Sep 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
5660.37,"Sat, 26 Aug 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,123 Services (A002),123 Services
7467.54,"Mon, 10 Apr 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,XYZ Corp (A002),XYZ Corp
6118.34,"Wed, 08 Feb 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,ABC Inc (A002),ABC Inc
6350.14,"Mon, 10 Jul 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Global Traders (A002),Global Traders
9906.61,"Thu, 26 Oct 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
5291.4,"Tue, 24 Oct 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
8925.73,"Wed, 22 Nov 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
9600.97,"Wed, 21 Jun 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,ABC Inc (A002),ABC Inc
5858.52,"Sun, 03 Sep 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
9929.8,"Mon, 30 Jan 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,XYZ Corp (A002),XYZ Corp
6841.16,"Mon, 04 Sep 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,XYZ Corp (A002),XYZ Corp
9899.33,"Sun, 29 Jan 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
5391.76,"Fri, 12 May 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
8646.66,"Wed, 08 Nov 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,123 Services (A002),123 Services
9925.73,"Sun, 19 Feb 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
8215.22,"Sat, 03 Jun 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
6912.27,"Mon, 25 Dec 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Tech Solutions (A002),Tech Solutions
8305.53,"Fri, 01 Sep 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Tech Solutions (A002),Tech Solutions
7973.25,"Thu, 14 Sep 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Global Traders (A002),Global Traders
6435.7,"Tue, 07 Nov 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,XYZ Corp (A002),XYZ Corp
9133.36,"Thu, 21 Sep 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,XYZ Corp (A002),XYZ Corp
6649.46,"Sun, 30 Jul 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,ABC Inc (A002),ABC Inc
7873.59,"Sat, 14 Oct 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,XYZ Corp (A002),XYZ Corp
7426.14,"Wed, 02 Aug 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,123 Services (A002),123 Services
6453.99,"Fri, 17 Mar 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
9567.0,"Sun, 14 May 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
6567.5,"Wed, 12 Jul 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
9641.3,"Sat, 23 Dec 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,XYZ Corp (A002),XYZ Corp
7292.15,"Tue, 18 Apr 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Global Traders (A002),Global Traders
9912.62,"Mon, 26 Jun 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
5141.86,"Sat, 21 Jan 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,123 Services (A002),123 Services
5831.73,"Tue, 18 Apr 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,ABC Inc (A002),ABC Inc
6998.83,"Sat, 17 Jun 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,ABC Inc (A002),ABC Inc
5595.23,"Mon, 22 May 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,XYZ Corp (A002),XYZ Corp
5041.06,"Fri, 09 Jun 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Global Traders (A002),Global Traders
9944.95,"Wed, 22 Feb 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
9733.66,"Sat, 23 Dec 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
6168.72,"Mon, 05 Jun 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,123 Services (A002),123 Services
6294.2,"Thu, 26 Oct 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,Tech Solutions (A002),Tech Solutions
9879.96,"Thu, 27 Jul 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,ABC Inc (A002),ABC Inc
9808.04,"Sun, 18 Jun 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
9593.14,"Sat, 07 Oct 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
8501.72,"Thu, 02 Feb 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
5477.0,"Fri, 17 Feb 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
9193.78,"Sat, 25 Mar 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,123 Services (A002),123 Services
8340.38,"Sat, 14 Jan 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,123 Services (A002),123 Services
9366.19,"Tue, 05 Sep 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,XYZ Corp (A002),XYZ Corp
9107.7,"Tue, 28 Nov 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
5259.5,"Thu, 22 Jun 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,123 Services (A002),123 Services
9583.65,"Tue, 27 Jun 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
9665.46,"Wed, 23 Aug 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Tech Solutions (A002),Tech Solutions
7255.76,"Fri, 29 Sep 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
7095.45,"Mon, 06 Nov 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,XYZ Corp (A002),XYZ Corp
9510.71,"Thu, 05 Jan 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,ABC Inc (A002),ABC Inc
5680.36,"Sat, 07 Jan 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
9923.61,"Sat, 18 Feb 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,123 Services (A002),123 Services
6172.6,"Fri, 02 Jun 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
8329.25,"Sat, 05 Aug 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
9063.48,"Wed, 06 Sep 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,123 Services (A002),123 Services
6074.09,"Fri, 10 Nov 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
7911.02,"Wed, 26 Jul 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,XYZ Corp (A002),XYZ Corp
6741.66,"Sat, 18 Nov 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
6388.4,"Sat, 22 Jul 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,Global Traders (A002),Global Traders
7989.33,"Fri, 27 Oct 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Global Traders (A002),Global Traders
8618.95,"Thu, 21 Dec 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,123 Services (A002),123 Services
9304.26,"Tue, 13 Jun 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Tech Solutions (A002),Tech Solutions
7244.55,"Sun, 27 Aug 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
8505.04,"Mon, 01 Jan 2024 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,ABC Inc (A002),ABC Inc
6617.3,"Sun, 23 Apr 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Global Traders (A002),Global Traders
7709.03,"Tue, 14 Nov 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
5130.7,"Thu, 09 Nov 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Tech Solutions (A002),Tech Solutions
7658.46,"Mon, 12 Jun 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Global Traders (A002),Global Traders
5808.46,"Mon, 10 Jul 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
8690.17,"Sun, 24 Sep 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,XYZ Corp (A002),XYZ Corp
6945.01,"Thu, 06 Apr 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,ABC Inc (A002),ABC Inc
9398.31,"Wed, 31 May 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,XYZ Corp (A002),XYZ Corp
8783.81,"Sat, 01 Apr 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
6340.3,"Sun, 19 Feb 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
6024.79,"Mon, 21 Aug 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,XYZ Corp (A002),XYZ Corp
8715.46,"Fri, 03 Nov 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
8380.37,"Thu, 10 Aug 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,123 Services (A002),123 Services
8009.11,"Fri, 01 Dec 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,ABC Inc (A002),ABC Inc
5968.59,"Sun, 12 Feb 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
7807.55,"Fri, 16 Jun 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,123 Services (A002),123 Services
5810.45,"Tue, 11 Apr 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
8409.46,"Wed, 23 Aug 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,ABC Inc (A002),ABC Inc
9892.53,"Wed, 25 Oct 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Global Traders (A002),Global Traders
9146.54,"Tue, 25 Jul 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
8992.14,"Thu, 07 Dec 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,Tech Solutions (A002),Tech Solutions
8324.3,"Wed, 31 May 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Global Traders (A002),Global Traders
8554.99,"Fri, 18 Aug 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,XYZ Corp (A002),XYZ Corp
5586.52,"Sat, 20 May 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,XYZ Corp (A002),XYZ Corp
9140.62,"Sun, 19 Mar 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
5620.57,"Mon, 27 Feb 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
5350.49,"Sun, 05 Feb 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,ABC Inc (A002),ABC Inc
8414.75,"Wed, 01 Feb 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
8716.0,"Sat, 16 Dec 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
7088.19,"Tue, 29 Aug 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Tech Solutions (A002),Tech Solutions
7346.53,"Fri, 07 Apr 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,ABC Inc (A002),ABC Inc
9599.52,"Sat, 29 Apr 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
6408.02,"Mon, 26 Jun 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
7733.87,"Sun, 17 Dec 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
9802.08,"Sun, 06 Aug 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
6402.02,"Mon, 27 Nov 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
9828.08,"Wed, 02 Aug 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
5339.66,"Sat, 26 Aug 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,XYZ Corp (A002),XYZ Corp
5068.77,"Mon, 27 Nov 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,123 Services (A002),123 Services
8567.15,"Fri, 17 Mar 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,ABC Inc (A002),ABC Inc
9346.38,"Sat, 10 Jun 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,XYZ Corp (A002),XYZ Corp
9861.73,"Sun, 31 Dec 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
9633.78,"Mon, 30 Jan 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,Tech Solutions (A002),Tech Solutions
9694.36,"Sun, 11 Jun 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,123 Services (A002),123 Services
6064.68,"Thu, 27 Apr 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,123 Services (A002),123 Services
9777.79,"Wed, 08 Feb 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
9759.64,"Sun, 24 Dec 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Global Traders (A002),Global Traders
9208.69,"Mon, 27 Mar 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
7239.39,"Mon, 30 Oct 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,123 Services (A002),123 Services
8603.63,"Fri, 10 Mar 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
6175.23,"Sun, 11 Jun 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
7299.88,"Sat, 02 Dec 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
6916.2,"Sun, 04 Jun 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,XYZ Corp (A002),XYZ Corp
8534.64,"Fri, 17 Mar 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,123 Services (A002),123 Services
6888.87,"Sat, 30 Sep 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,123 Services (A002),123 Services
8777.96,"Wed, 02 Aug 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
9259.1,"Wed, 25 Jan 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
5289.61,"Fri, 17 Nov 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,ABC Inc (A002),ABC Inc
8530.05,"Tue, 14 Feb 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Global Traders (A002),Global Traders
9925.39,"Thu, 21 Sep 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,ABC Inc (A002),ABC Inc
8485.09,"Tue, 10 Jan 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,ABC Inc (A002),ABC Inc
6870.71,"Sun, 10 Dec 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,Tech Solutions (A002),Tech Solutions
5394.28,"Sat, 21 Oct 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
7384.87,"Fri, 15 Sep 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
8632.8,"Fri, 02 Jun 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
9760.8,"Sun, 06 Aug 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
5966.1,"Fri, 14 Jul 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Global Traders (A002),Global Traders
8849.67,"Sat, 04 Nov 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
8934.59,"Fri, 17 Feb 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
5728.54,"Mon, 20 Nov 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,XYZ Corp (A002),XYZ Corp
8393.99,"Tue, 24 Oct 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
8923.65,"Sun, 05 Nov 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Tech Solutions (A002),Tech Solutions
7254.14,"Wed, 20 Sep 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,XYZ Corp (A002),XYZ Corp
8326.64,"Thu, 01 Jun 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,Global Traders (A002),Global Traders
7911.13,"Sat, 22 Jul 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
6322.93,"Sun, 15 Oct 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,XYZ Corp (A002),XYZ Corp
8960.2,"Fri, 24 Feb 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Tech Solutions (A002),Tech Solutions
5178.77,"Fri, 07 Apr 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
6516.66,"Sat, 01 Apr 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
8510.29,"Mon, 10 Apr 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,ABC Inc (A002),ABC Inc
9276.96,"Thu, 09 Feb 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,123 Services (A002),123 Services
7713.65,"Mon, 13 Feb 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,XYZ Corp (A002),XYZ Corp
7222.22,"Sun, 02 Apr 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Tech Solutions (A002),Tech Solutions
8749.74,"Mon, 13 Mar 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
5360.0,"Tue, 10 Oct 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,123 Services (A002),123 Services
8544.26,"Thu, 06 Jul 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
8156.87,"Tue, 11 Apr 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Tech Solutions (A002),Tech Solutions
6876.76,"Thu, 30 Nov 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Global Traders (A002),Global Traders
8442.12,"Sat, 04 Mar 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
9199.38,"Wed, 05 Jul 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
8599.13,"Tue, 26 Sep 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Tech Solutions (A002),Tech Solutions
5768.66,"Tue, 21 Nov 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
5773.59,"Sat, 18 Mar 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,XYZ Corp (A002),XYZ Corp
6665.22,"Thu, 14 Dec 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,ABC Inc (A002),ABC Inc
8640.11,"Sun, 26 Mar 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
5255.93,"Sun, 19 Feb 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
9197.46,"Sun, 16 Jul 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,ABC Inc (A002),ABC Inc
8274.63,"Thu, 05 Oct 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,123 Services (A002),123 Services
7718.79,"Sun, 11 Jun 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
8864.97,"Sat, 09 Dec 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Tech Solutions (A002),Tech Solutions
